sub_region_2,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Mendocino County,,06045,2020-03-22,-40,-25,14,,-29,
Mendocino County,,06045,2020-03-23,-35,-20,-14,-46,-33,14
Mendocino County,,06045,2020-03-24,-38,-19,-30,-43,-39,16
Mendocino County,,06045,2020-03-25,-40,-19,-23,-51,-39,15
Mendocino County,,06045,2020-03-26,-38,-20,-22,-34,-39,16
Mendocino County,,06045,2020-03-27,-43,-26,-32,-45,-40,17
Mendocino County,,06045,2020-03-28,-47,-28,-58,-44,-34,
Mendocino County,,06045,2020-03-29,-47,-29,-39,,-32,
Mendocino County,,06045,2020-03-30,-40,-24,-43,-54,-37,15
Mendocino County,,06045,2020-03-31,-39,-19,-42,-51,-40,15
